"year_of_first_job","industry","school_graduated","sex","monthly_salary_unadjusted","cumulative_inflation","monthly_salary_adjusted","offer_negotiated","other_details"
2018,"Construction and Engineering","Other universities","Female",13100,1.136,14881.6,"No","Its a small subcon company. I realized I was severely underpaid so a quit 3 weeks later. I landed a better job in a well known company with a pay of 20k after."
2016,"Research","Other universities","Male",13000,1.183,15379,"No","Unlicensed lab tech, working on mostly Phy Chem tests. "
2009,"Research","Other universities","Female",16500,1.477,24370.5,"No",""
2017,"Technology","University of the Philippines - Diliman","Male",32000,1.168,37376,"No",""
2018,"Construction and Engineering","University of Santos Tomas","Female",22000,1.136,24992,"No","Not including transpo, food, and other allowances. This is also an international firm"
2019,"Construction and Engineering","University of the Philippines - Diliman","Male",25000,1.08,27000,"No",""
2012,"Technology","Other universities","Male",11000,1.3014,14315.4,"No","I hid that I am not yet graduate and I don't know how to negotiate salary because there is no specific standards of right salary grade every industry."
2018,"Technology","University of Santos Tomas","Female",20000,1.136,22720,"No",""
2017,"Academe & Education","University of Santos Tomas","Female",12450,1.168,14541.6,"No","I am a licensed library practitioner and has currently on-going master's degree. Imagine my disbelief. Char hehe"
2016,"Media and Communication","UP System University","Female",17000,1.183,20111,"No","15,000- base salary, 2,000 - Transportation allowance"
2016,"Healthcare","FEU System University","Male",13000,1.183,15379,"No",""
2012,"Media and Communication","De La Salle University - Manila","Female",15000,1.3014,19521,"No","The amount I stated is the net amount I received. All my government-related dues were c/o the company. However, I had no HMO."
2017,"Healthcare","University of the Philippines - Los Baños","Female",20000,1.168,23360,"No","I even did my OJT in the US."
2016,"Business Process Outsourcing","Other universities","Female",20000,1.183,23660,"No",""
2005,"Technology","Ateneo de Manila University","Female",22000,1.849,40678,"No",""
2019,"Other industries","Polytechnic University of the Philippines - Manila","Female",16000,1.08,17280,"No","It's an entry level and was fresh grad so I didn't try to negotiate."
2010,"Business Process Outsourcing","De La Salle University - Manila","Female",14000,1.417,19838,"No","I later found out that my colleagues, a few fresh grads and one undergrad, were earning 16000 because they negotiated their salaries"
2019,"Finance","Ateneo de Manila University","Male",22000,1.08,23760,"Yes","I got my job through a connection (the CFO). The HR told me that the starting pay for my position was actually P20k, which surprised me because way back in college, our seniors told us that an average Atenean gets an starting monthly salary of P30k and that we shouldn't settle for anything less. I initially declined the job offer but the CFO talked to me and said that I'll get my desired pay when I become a regular employee 6 months later. Luckily, he kept his word. 

*NOTE TO ATENEANS: KNOW. YOUR. WORTH. "
2014,"Arts and Design","Polytechnic University of the Philippines - Manila","Female",13000,1.234,16042,"Yes","Tried to nego that they should raise it to 14k after i got regularized. Made a deal. 14k never came after 6mos lol. Resigned after a year."
2019,"Technology","Ateneo System University","Male",18000,1.08,19440,"No",""
2019,"Marketing","University of Santos Tomas","Female",20000,1.08,21600,"No","its 19,000+ (20,000 minus the mandatory 
fees like pagibig, sss etc)"
2018,"Healthcare","De La Salle University - Manila","Female",98000,1.136,111328,"Yes","It’s an American company. We get paid biweekly, usually around 45,000 every pay cycle plus OT and drive time. "
2019,"Research","University of the Philippines - Diliman","Female",22000,1.08,23760,"No",""
2014,"Sales","University of Santos Tomas","Female",13500,1.234,16659,"No","13500 was the basic salary, then 16000 kapag kasama transpo and rice allowance. Need to OT ng minimum 2 to 3 hours per day para lang umabot yung sahod ko ng 20000 per month. "
2019,"Real Estate","UP System University","Female",20000,1.08,21600,"Yes",""
2018,"Retail","De La Salle University - Manila","Female",21000,1.136,23856,"No",""
2014,"Technology","Other universities","Female",11000,1.234,13574,"No",""
2015,"Finance","University of Santos Tomas","Female",14000,1.191,16674,"No",""
2018,"Business Process Outsourcing","De La Salle University - Manila","Female",30000,1.136,34080,"Yes","I negotiated because I know they really need to fill in the position ASAP. "
2003,"Research","University of the Philippines - Los Baños","Female",15000,1.982,29730,"No","With travel perks"
2019,"Academe & Education","UP System University","Female",16000,1.08,17280,"No","Inclusive of benefits and allowances"
2007,"Technology","N/A (Unspecified)","Not specified/Unclear",29100,1.645,47869.5,"Unspecified",""
2020,"Manufacturing","University of the Philippines - Diliman","Male",1e+05,1.053,105300,"No",""
2014,"Healthcare","Ateneo System University","Not specified/Unclear",12500,1.234,15425,"No","This is Davao rate"
2019,"Business Process Outsourcing","N/A (Undergrad)","Female",15000,1.08,16200,"No","I actually didn’t really need/want to work. It just happened. So I went with it for the sake of expeirence."
2018,"Government","University of the Philippines - Diliman","Male",17000,1.136,19312,"No","Applied to an open call to assist on a development project"
2014,"Technology","University of the Philippines - Diliman","Male",23000,1.234,28382,"No",""
2015,"Business Process Outsourcing","Other universities","Male",20000,1.191,23820,"No",""
2019,"Business Process Outsourcing","Other universities","Female",37000,1.08,39960,"No","37000 on top of other bonuses per month. Free lunch and service every day. HMO since day 1. Yeah, I got lucky."
2018,"Other industries","University of Santos Tomas","Female",20000,1.136,22720,"No",""
2014,"Sales","Other universities","Male",12000,1.234,14808,"No",""
2015,"Academe & Education","UP System University","Female",15000,1.191,17865,"No",""
2017,"Transportation","Ateneo de Manila University","Male",33717,1.168,39381.456,"No",""
2016,"Advertising","De La Salle University - Manila","Male",18500,1.183,21885.5,"No","I was paid slightly higher than some of my colleagues at the time. I still find the pay a little too low for the work they gave us, to be frank."
2011,"Research","University of the Philippines - Diliman","Male",18000,1.365,24570,"No",""
2017,"Advertising","University of the Philippines - Diliman","Female",21000,1.168,24528,"No",""
2018,"Media and Communication","Other universities","Female",19000,1.136,21584,"No","Allowance, Performance Bonus & extra income not yet included."
2015,"Utilities","University of Santos Tomas","Female",22000,1.191,26202,"No",""
2017,"Manufacturing","Other universities","Female",50000,1.168,58400,"No","This salary came with a two year bond"
2019,"Manufacturing","University of the Philippines - Los Baños","Female",18000,1.08,19440,"Yes",""
2017,"Finance","N/A (Unspecified)","Female",13000,1.168,15184,"No","13K inclusive na ng transpo and meal allowances. Pero for every account na makokolektahan, may commission. so i earned upto 22K as early as my 1st paycheck. easy lang namang ung work kasi loans naman. so talagang kelangan magbayad ng cliente mo. im still on my first company and earning bigger but the big con is: maliit na agency lang sya kaya no room for promotion. i have to resign na hhh"
2012,"Government","University of the Philippines - Diliman","Female",19940,1.3014,25949.916,"No","19,940 (Govt Salary Grade 12-1) gross; 17,000 after taxes and deductions

My salary (like most government positions) was included in the job posting."
2019,"Media and Communication","N/A (Unspecified)","Not specified/Unclear",17000,1.08,18360,"Unspecified",""
2018,"Business Process Outsourcing","Other universities","Female",12000,1.136,13632,"No","The salary is 12000 plus night differential and/or holiday pay"
2013,"Other industries","Other universities","Male",11500,1.265,14547.5,"No",""
2019,"Technology","University of the Philippines - Diliman","Not specified/Unclear",27000,1.08,29160,"No","Monthly salary included allowances and project bonus/es on top of the basic salary."
2016,"Advertising","Other universities","Female",20000,1.183,23660,"No",""
2019,"Retail","Polytechnic University of the Philippines - Manila","Female",14000,1.08,15120,"No",""
2019,"Advertising","University of Santos Tomas","Female",20000,1.08,21600,"No","My starting is from 18k to 20k, non-negotiable "
2018,"Construction and Engineering","Other universities","Female",8320,1.136,9451.52,"No","Puerto Princesa, Palawan based. Minimum salary. Private Company but now that im working on a govt company, 18k salary with lots of benefits"
2019,"Consulting","Ateneo de Manila University","Female",25000,1.08,27000,"No",""
2014,"Technology","Other universities","Male",55000,1.234,67870,"No",""
2008,"Business Process Outsourcing","UP System University","Male",10000,1.599,15990,"No","Took the job because of training opportunity abroad (US). Wasn't doing anything for 6 months after graduating and I felt the need to start earning by then."
